ProductID,text
853,"Product Women's Tights, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 148, dtype: object of Subcategory Tights with Color Black"
854,"Product Women's Tights, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 149, dtype: object of Subcategory Tights with Color Black"
855,"Product Men's Bib-Shorts, S of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 150, dtype: object of Subcategory Bib-Shorts with Color Multi"
856,"Product Men's Bib-Shorts, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 151, dtype: object of Subcategory Bib-Shorts with Color Multi"
857,"Product Men's Bib-Shorts, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 152, dtype: object of Subcategory Bib-Shorts with Color Multi"
858,"Product Half-Finger Gloves, S of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 153, dtype: object of Subcategory Gloves with Color Black"
859,"Product Half-Finger Gloves, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 154, dtype: object of Subcategory Gloves with Color Black"
860,"Product Half-Finger Gloves, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 155, dtype: object of Subcategory Gloves with Color Black"
861,"Product Full-Finger Gloves, S of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 156, dtype: object of Subcategory Gloves with Color Black"
862,"Product Full-Finger Gloves, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 157, dtype: object of Subcategory Gloves with Color Black"
863,"Product Full-Finger Gloves, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 158, dtype: object of Subcategory Gloves with Color Black"
864,"Product Classic Vest, S of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 159, dtype: object of Subcategory Vests with Color Blue"
865,"Product Classic Vest, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 160, dtype: object of Subcategory Vests with Color Blue"
866,"Product Classic Vest, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 161, dtype: object of Subcategory Vests with Color Blue"
867,"Product Women's Mountain Shorts, S of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 162, dtype: object of Subcategory Shorts with Color Black"
868,"Product Women's Mountain Shorts, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 163, dtype: object of Subcategory Shorts with Color Black"
869,"Product Women's Mountain Shorts, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 164, dtype: object of Subcategory Shorts with Color Black"
870,"Product Water Bottle - 30 oz. of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 165, dtype: object of Subcategory Bottles and Cages with Color nan"
871,"Product Mountain Bottle Cage of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 166, dtype: object of Subcategory Bottles and Cages with Color nan"
872,"Product Road Bottle Cage of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 167, dtype: object of Subcategory Bottles and Cages with Color nan"
873,"Product Patch Kit/8 Patches of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 168, dtype: object of Subcategory Tires and Tubes with Color nan"
874,"Product Racing Socks, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 169, dtype: object of Subcategory Socks with Color White"
875,"Product Racing Socks, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 170, dtype: object of Subcategory Socks with Color White"
876,"Product Hitch Rack - 4-Bike of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 171, dtype: object of Subcategory Bike Racks with Color nan"
877,"Product Bike Wash - Dissolver of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 172, dtype: object of Subcategory Cleaners with Color nan"
878,"Product Fender Set - Mountain of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 173, dtype: object of Subcategory Fenders with Color nan"
879,"Product All-Purpose Bike Stand of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 174, dtype: object of Subcategory Bike Stands with Color nan"
880,"Product Hydration Pack - 70 oz. of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 175, dtype: object of Subcategory Hydration Packs with Color Silver"
881,"Product Short-Sleeve Classic Jersey, S of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 176, dtype: object of Subcategory Jerseys with Color Yellow"
882,"Product Short-Sleeve Classic Jersey, M of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 177, dtype: object of Subcategory Jerseys with Color Yellow"
883,"Product Short-Sleeve Classic Jersey, L of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 178, dtype: object of Subcategory Jerseys with Color Yellow"
884,"Product Short-Sleeve Classic Jersey, XL of Category ProductCategoryName    Clothing
ProductCategoryName    Clothing
Name: 179, dtype: object of Subcategory Jerseys with Color Yellow"
885,"Product HL Touring Frame - Yellow, 60 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 180, dtype: object of Subcategory Touring Frames with Color Yellow"
886,"Product LL Touring Frame - Yellow, 62 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 181, dtype: object of Subcategory Touring Frames with Color Yellow"
887,"Product HL Touring Frame - Yellow, 46 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 182, dtype: object of Subcategory Touring Frames with Color Yellow"
888,"Product HL Touring Frame - Yellow, 50 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 183, dtype: object of Subcategory Touring Frames with Color Yellow"
889,"Product HL Touring Frame - Yellow, 54 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 184, dtype: object of Subcategory Touring Frames with Color Yellow"
890,"Product HL Touring Frame - Blue, 46 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 185, dtype: object of Subcategory Touring Frames with Color Blue"
891,"Product HL Touring Frame - Blue, 50 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 186, dtype: object of Subcategory Touring Frames with Color Blue"
892,"Product HL Touring Frame - Blue, 54 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 187, dtype: object of Subcategory Touring Frames with Color Blue"
893,"Product HL Touring Frame - Blue, 60 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 188, dtype: object of Subcategory Touring Frames with Color Blue"
894,"Product Rear Derailleur of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 189, dtype: object of Subcategory Derailleurs with Color Silver"
895,"Product LL Touring Frame - Blue, 50 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 190, dtype: object of Subcategory Touring Frames with Color Blue"
896,"Product LL Touring Frame - Blue, 54 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 191, dtype: object of Subcategory Touring Frames with Color Blue"
897,"Product LL Touring Frame - Blue, 58 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 192, dtype: object of Subcategory Touring Frames with Color Blue"
898,"Product LL Touring Frame - Blue, 62 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 193, dtype: object of Subcategory Touring Frames with Color Blue"
899,"Product LL Touring Frame - Yellow, 44 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 194, dtype: object of Subcategory Touring Frames with Color Yellow"
900,"Product LL Touring Frame - Yellow, 50 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 195, dtype: object of Subcategory Touring Frames with Color Yellow"
901,"Product LL Touring Frame - Yellow, 54 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 196, dtype: object of Subcategory Touring Frames with Color Yellow"
902,"Product LL Touring Frame - Yellow, 58 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 197, dtype: object of Subcategory Touring Frames with Color Yellow"
903,"Product LL Touring Frame - Blue, 44 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 198, dtype: object of Subcategory Touring Frames with Color Blue"
904,"Product ML Mountain Frame-W - Silver, 40 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 199, dtype: object of Subcategory Mountain Frames with Color Silver"
905,"Product ML Mountain Frame-W - Silver, 42 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 200, dtype: object of Subcategory Mountain Frames with Color Silver"
906,"Product ML Mountain Frame-W - Silver, 46 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 201, dtype: object of Subcategory Mountain Frames with Color Silver"
907,"Product Rear Brakes of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 202, dtype: object of Subcategory Brakes with Color Silver"
908,"Product LL Mountain Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 203, dtype: object of Subcategory Saddles with Color nan"
909,"Product ML Mountain Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 204, dtype: object of Subcategory Saddles with Color nan"
910,"Product HL Mountain Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 205, dtype: object of Subcategory Saddles with Color nan"
911,"Product LL Road Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 206, dtype: object of Subcategory Saddles with Color nan"
912,"Product ML Road Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 207, dtype: object of Subcategory Saddles with Color nan"
913,"Product HL Road Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 208, dtype: object of Subcategory Saddles with Color nan"
914,"Product LL Touring Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 209, dtype: object of Subcategory Saddles with Color nan"
915,"Product ML Touring Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 210, dtype: object of Subcategory Saddles with Color nan"
916,"Product HL Touring Seat/Saddle of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 211, dtype: object of Subcategory Saddles with Color nan"
917,"Product LL Mountain Frame - Silver, 42 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 212, dtype: object of Subcategory Mountain Frames with Color Silver"
918,"Product LL Mountain Frame - Silver, 44 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 213, dtype: object of Subcategory Mountain Frames with Color Silver"
919,"Product LL Mountain Frame - Silver, 48 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 214, dtype: object of Subcategory Mountain Frames with Color Silver"
920,"Product LL Mountain Frame - Silver, 52 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 215, dtype: object of Subcategory Mountain Frames with Color Silver"
921,"Product Mountain Tire Tube of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 216, dtype: object of Subcategory Tires and Tubes with Color nan"
922,"Product Road Tire Tube of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 217, dtype: object of Subcategory Tires and Tubes with Color nan"
923,"Product Touring Tire Tube of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 218, dtype: object of Subcategory Tires and Tubes with Color nan"
924,"Product LL Mountain Frame - Black, 42 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 219, dtype: object of Subcategory Mountain Frames with Color Black"
925,"Product LL Mountain Frame - Black, 44 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 220, dtype: object of Subcategory Mountain Frames with Color Black"
926,"Product LL Mountain Frame - Black, 48 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 221, dtype: object of Subcategory Mountain Frames with Color Black"
927,"Product LL Mountain Frame - Black, 52 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 222, dtype: object of Subcategory Mountain Frames with Color Black"
928,"Product LL Mountain Tire of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 223, dtype: object of Subcategory Tires and Tubes with Color nan"
929,"Product ML Mountain Tire of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 224, dtype: object of Subcategory Tires and Tubes with Color nan"
930,"Product HL Mountain Tire of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 225, dtype: object of Subcategory Tires and Tubes with Color nan"
931,"Product LL Road Tire of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 226, dtype: object of Subcategory Tires and Tubes with Color nan"
932,"Product ML Road Tire of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 227, dtype: object of Subcategory Tires and Tubes with Color nan"
933,"Product HL Road Tire of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 228, dtype: object of Subcategory Tires and Tubes with Color nan"
934,"Product Touring Tire of Category ProductCategoryName    Accessories
ProductCategoryName    Accessories
Name: 229, dtype: object of Subcategory Tires and Tubes with Color nan"
935,"Product LL Mountain Pedal of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 230, dtype: object of Subcategory Pedals with Color Silver/Black"
936,"Product ML Mountain Pedal of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 231, dtype: object of Subcategory Pedals with Color Silver/Black"
937,"Product HL Mountain Pedal of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 232, dtype: object of Subcategory Pedals with Color Silver/Black"
938,"Product LL Road Pedal of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 233, dtype: object of Subcategory Pedals with Color Silver/Black"
939,"Product ML Road Pedal of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 234, dtype: object of Subcategory Pedals with Color Silver/Black"
940,"Product HL Road Pedal of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 235, dtype: object of Subcategory Pedals with Color Silver/Black"
941,"Product Touring Pedal of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 236, dtype: object of Subcategory Pedals with Color Silver/Black"
942,"Product ML Mountain Frame-W - Silver, 38 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 237, dtype: object of Subcategory Mountain Frames with Color Silver"
943,"Product LL Mountain Frame - Black, 40 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 238, dtype: object of Subcategory Mountain Frames with Color Black"
944,"Product LL Mountain Frame - Silver, 40 of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 239, dtype: object of Subcategory Mountain Frames with Color Silver"
945,"Product Front Derailleur of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 240, dtype: object of Subcategory Derailleurs with Color Silver"
946,"Product LL Touring Handlebars of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 241, dtype: object of Subcategory Handlebars with Color nan"
947,"Product HL Touring Handlebars of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 242, dtype: object of Subcategory Handlebars with Color nan"
948,"Product Front Brakes of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 243, dtype: object of Subcategory Brakes with Color Silver"
949,"Product LL Crankset of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 244, dtype: object of Subcategory Cranksets with Color Black"
950,"Product ML Crankset of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 245, dtype: object of Subcategory Cranksets with Color Black"
951,"Product HL Crankset of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 246, dtype: object of Subcategory Cranksets with Color Black"
952,"Product Chain of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 247, dtype: object of Subcategory Chains with Color Silver"
953,"Product Touring-2000 Blue, 60 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 248, dtype: object of Subcategory Touring Bikes with Color Blue"
954,"Product Touring-1000 Yellow, 46 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 249, dtype: object of Subcategory Touring Bikes with Color Yellow"
955,"Product Touring-1000 Yellow, 50 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 250, dtype: object of Subcategory Touring Bikes with Color Yellow"
956,"Product Touring-1000 Yellow, 54 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 251, dtype: object of Subcategory Touring Bikes with Color Yellow"
957,"Product Touring-1000 Yellow, 60 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 252, dtype: object of Subcategory Touring Bikes with Color Yellow"
958,"Product Touring-3000 Blue, 54 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 253, dtype: object of Subcategory Touring Bikes with Color Blue"
959,"Product Touring-3000 Blue, 58 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 254, dtype: object of Subcategory Touring Bikes with Color Blue"
960,"Product Touring-3000 Blue, 62 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 255, dtype: object of Subcategory Touring Bikes with Color Blue"
961,"Product Touring-3000 Yellow, 44 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 256, dtype: object of Subcategory Touring Bikes with Color Yellow"
962,"Product Touring-3000 Yellow, 50 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 257, dtype: object of Subcategory Touring Bikes with Color Yellow"
963,"Product Touring-3000 Yellow, 54 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 258, dtype: object of Subcategory Touring Bikes with Color Yellow"
964,"Product Touring-3000 Yellow, 58 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 259, dtype: object of Subcategory Touring Bikes with Color Yellow"
965,"Product Touring-3000 Yellow, 62 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 260, dtype: object of Subcategory Touring Bikes with Color Yellow"
966,"Product Touring-1000 Blue, 46 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 261, dtype: object of Subcategory Touring Bikes with Color Blue"
967,"Product Touring-1000 Blue, 50 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 262, dtype: object of Subcategory Touring Bikes with Color Blue"
968,"Product Touring-1000 Blue, 54 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 263, dtype: object of Subcategory Touring Bikes with Color Blue"
969,"Product Touring-1000 Blue, 60 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 264, dtype: object of Subcategory Touring Bikes with Color Blue"
970,"Product Touring-2000 Blue, 46 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 265, dtype: object of Subcategory Touring Bikes with Color Blue"
971,"Product Touring-2000 Blue, 50 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 266, dtype: object of Subcategory Touring Bikes with Color Blue"
972,"Product Touring-2000 Blue, 54 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 267, dtype: object of Subcategory Touring Bikes with Color Blue"
973,"Product Road-350-W Yellow, 40 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 268, dtype: object of Subcategory Road Bikes with Color Yellow"
974,"Product Road-350-W Yellow, 42 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 269, dtype: object of Subcategory Road Bikes with Color Yellow"
975,"Product Road-350-W Yellow, 44 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 270, dtype: object of Subcategory Road Bikes with Color Yellow"
976,"Product Road-350-W Yellow, 48 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 271, dtype: object of Subcategory Road Bikes with Color Yellow"
977,"Product Road-750 Black, 58 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 272, dtype: object of Subcategory Road Bikes with Color Black"
978,"Product Touring-3000 Blue, 44 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 273, dtype: object of Subcategory Touring Bikes with Color Blue"
979,"Product Touring-3000 Blue, 50 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 274, dtype: object of Subcategory Touring Bikes with Color Blue"
980,"Product Mountain-400-W Silver, 38 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 275, dtype: object of Subcategory Mountain Bikes with Color Silver"
981,"Product Mountain-400-W Silver, 40 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 276, dtype: object of Subcategory Mountain Bikes with Color Silver"
982,"Product Mountain-400-W Silver, 42 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 277, dtype: object of Subcategory Mountain Bikes with Color Silver"
983,"Product Mountain-400-W Silver, 46 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 278, dtype: object of Subcategory Mountain Bikes with Color Silver"
984,"Product Mountain-500 Silver, 40 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 279, dtype: object of Subcategory Mountain Bikes with Color Silver"
985,"Product Mountain-500 Silver, 42 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 280, dtype: object of Subcategory Mountain Bikes with Color Silver"
986,"Product Mountain-500 Silver, 44 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 281, dtype: object of Subcategory Mountain Bikes with Color Silver"
987,"Product Mountain-500 Silver, 48 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 282, dtype: object of Subcategory Mountain Bikes with Color Silver"
988,"Product Mountain-500 Silver, 52 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 283, dtype: object of Subcategory Mountain Bikes with Color Silver"
989,"Product Mountain-500 Black, 40 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 284, dtype: object of Subcategory Mountain Bikes with Color Black"
990,"Product Mountain-500 Black, 42 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 285, dtype: object of Subcategory Mountain Bikes with Color Black"
991,"Product Mountain-500 Black, 44 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 286, dtype: object of Subcategory Mountain Bikes with Color Black"
992,"Product Mountain-500 Black, 48 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 287, dtype: object of Subcategory Mountain Bikes with Color Black"
993,"Product Mountain-500 Black, 52 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 288, dtype: object of Subcategory Mountain Bikes with Color Black"
994,"Product LL Bottom Bracket of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 289, dtype: object of Subcategory Bottom Brackets with Color nan"
995,"Product ML Bottom Bracket of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 290, dtype: object of Subcategory Bottom Brackets with Color nan"
996,"Product HL Bottom Bracket of Category ProductCategoryName    Components
ProductCategoryName    Components
Name: 291, dtype: object of Subcategory Bottom Brackets with Color nan"
997,"Product Road-750 Black, 44 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 292, dtype: object of Subcategory Road Bikes with Color Black"
998,"Product Road-750 Black, 48 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 293, dtype: object of Subcategory Road Bikes with Color Black"
999,"Product Road-750 Black, 52 of Category ProductCategoryName    Bikes
ProductCategoryName    Bikes
Name: 294, dtype: object of Subcategory Road Bikes with Color Black"
